category,headline,url,published_at,tags,description,content
County ,"MP Were sustained five gunshot wounds, autopsy reveals",https://www.kbc.co.ke/mp-were-sustained-five-gunshot-wounds-autopsy-reveals/,2025-05-06T00:54:15+03:00,"County News,NEWS",,"The late Kasipul Member of Parliament Charles Ong’ondo Were sustained five gunshot wounds, all fired from the left side of his body, autopsy reveals. According to a statement, an autopsy conducted by the Chief Government Pathologist, Dr. Johansen Oduor on Monday at the Lee Funeral Home shows that, two bullets were recovered adding to a third previously found in the deceased’s vehicle. Ong’ondo Were was shot dead on Wednesday by unknown gunman along Ngong Road who was reportedly on a motorcycle. The Director of the Homicide Investigations Bureau, forensic experts from the Directorate of Criminal Investigations National Forensics Laboratory, family members, legal counsel and members of parliament were also present. “An autopsy was conducted today at the Lee Funeral Home by Dr. Johansen Oduor, the Chief Government Pathologist and was attended by the Director of the Homicide Investigations Bureau, forensic experts from DCI’s National Forensics Laboratory, family members, legal counsel and members of parliament.” Read the statement. Adding that: “The examination revealed that Were sustained five gunshot wounds, all entering from the left side of his body. Two bullets were recovered during the autopsy, adding to a third previously found in the deceased’s vehicle. The investigation has yielded several key exhibits that are crucial to the case.” According to a statement, the investigation has yielded significant exhibits which will provide crucial leads as the DCI continues to piece together the events that led to the murder of Kasipul legislator. “These exhibits surveillance footage, the identification of the vehicle used to drop off the suspects, the financial proceeds found, and the connections to accompanying suspects are pivotal in advancing the investigation and understanding the events surrounding Ong’ondo Were’s tragic murder.” Read the statement. The four suspects who were arrested were presented before the JKIA Court today, (Monday) where investigators secured a 30-day custodial order to facilitate further investigations. The case is scheduled for mention on June 5, 2025. DCI says, the investigators are actively pursuing additional suspects believed to be involved in the killing of the MP adding that specialised units, including homicide and forensic teams, are working diligently to uncover all aspects of the crime, including the motive, to ensure a comprehensive investigation. While reiterating their commitment to investigate the case thoroughly, the DCI urged members of the public with information that could assist with investigation to come forward and record statements. “We appeal to anyone with information that could assist the investigation to contact the nearest police station or use our toll-free lines: 999, 112, or #FichuaKwaDCI (0800 722 203).”   Also read https://www.kbc.co.ke/police-probe-killing-of-kasipul-mp-charles-were-in-suspected-targeted-attack/ https://www.kbc.co.ke/autopsy-on-slain-kasipul-mp-set-for-may-5th/"
County ,PS Oluga reaffirms KEMSA’s strategic role in health sector,https://www.kbc.co.ke/ps-oluga-visits-kemsa-calls-for-transparency-renewed-public-trust/,2025-05-05T22:40:53+03:00,"County News,Health",,"The government has emphasized the need to restore public trust through improved transparency, accountability, and operational efficiency in the management of medical supplies. This according to the Principal Secretary for Medical Services, Dr. Ouma Oluga who spoke during a familiarization visit to the Kenya Medical Supplies Authority (KEMSA) on Monday where he affirmed the agency’s strategic role in the country’s health system. “KEMSA plays a critical role in ensuring commodity security one of the four foundational pillars of the health sector, alongside human resources for health, healthcare financing, and digitization,” he said. Dr. Oluga who was received by KEMSA Chief Executive Officer Dr. Ejersa Waqo, later held a consultative meeting with the Board of Directors. The PS urged KEMSA to strengthen its governance and supply chain systems to support the Ministry of Health’s commitment to delivering quality and equitable services under the Universal Health Coverage (UHC) programme."
County ,"Education Ministry, Lipton ink deal to boost Kenya’s tea sector",https://www.kbc.co.ke/government-lipton-ink-deal-to-boost-kenyas-tea-sector/,2025-05-05T22:05:43+03:00,"County News,NEWS",,"The Ministry of Education Monday signed a landmark collaboration agreement with Lipton Teas and Infusions, marking the official establishment of a Tea Academy at the University of Kabianga in Kericho County, aimed at transforming Kenya’s tea industry through advanced training, research, and climate-smart farming practices. The partnership, which also involves Ekaterra Global Operations the corporate entity behind Lipton comes nearly two years after initial discussions between President William Ruto and Lipton’s CEO Nathalie Roos in May 2023. Speaking during the ceremony, Education Cabinet Secretary (CS) Julius Migos Ogamba hailed the initiative as a significant step towards aligning education with industry needs, adding that the agreement will be a major boost for tea farmers in the region, who stand to benefit from enhanced production techniques and access to global best practices. “This is the culmination of a long but productive journey. Our farmers will now have access to cutting-edge knowledge and skills that will enhance tea quality and increase yields.” Said Ogamba He said the Tea Academy will be based at the University of Kabianga, which is strategically located in the heart of Kenya’s tea-growing belt and will serve as a hub for farmer training, research, and innovation focused on sustainable tea production and climate resilience. “The Academy will expose our farmers to technologies that address climate change, promote low-carbon practices, and improve productivity. It is an excellent opportunity for farmers to benefit from the expertise of one of the world’s leading tea companies,” added Ogamba He said the collaboration is designed not only to boost productivity but also to increase the earnings of smallholder farmers, adding that by adopting modern and sustainable practices, farmers are expected to command better prices on both local and international markets. The Cabinet Secretary, Ogamba, emphasized the government’s broader vision for higher education institutions to become engines of innovation and development, adding that the Tea Academy will play a critical role in helping Kenya maintain its reputation as a leading global exporter of high-quality tea. “The future and sustainability of our universities depend on strategic partnerships such as this. We expect institutions to engage in cutting-edge research and commercialize innovations that can transform industries,” he said. With implementation expected to commence immediately, stakeholders expressed optimism that the Tea Academy would begin operations by the end of 2025, with its first cohort of farmers and researchers enrolled shortly thereafter. Kericho Governor Dr. Erick Mutai, who also graced the occasion, commended the government for the establishment of the Lipton Tea Innovation and Technology Academy (LTITA) at the University of Kabianga, saying it will drive cutting-edge research, innovation, and value addition in tea production, ultimately boosting farmers’ earnings. “As a County Government, we welcome the inaugural academy which we expect will train over 3,000 Kenyans annually to build globally competitive talent for the tea industry.” Said Dr. Mutai."
County ,"Kenyan youth declare bold commitment to forest conservation, green economy ahead of COP 30",https://www.kbc.co.ke/kenyan-youth-declare-bold-commitment-to-forest-conservation-green-economy-ahead-of-cop-30/,2025-05-05T17:30:09+03:00,"County News,NEWS",,"Young environmental leaders from across Kenya have issued a powerful declaration reaffirming their central role in the country’s green transition and forest conservation agenda. The declaration was made during of a three-day AfricanYouth4Forests (AY4F) National Youth Workshop held in Kitui County under the theme “From Science to Youth Action for Sustainable Forestry.” Conducted by the African Forest Forum in collaboration with the Kenya Forestry Research Institute (KEFRI) and the Swedish University of Agricultural Sciences (SLU), the workshop is part of the continental build-up to COP 30, scheduled for November 2025 in Brazil, where African youth will present their unified voice and policy recommendations on forestry, climate action, and sustainable development. It provided a space for youth to co-develop practical solutions, enhance their skills in conservation and ecopreneurship, and advocacy in national and international forestry discourse. The youth declaration outlines the challenges facing forest ecosystems in Kenya, ranging from climate change, limited inclusion of youth in policy-making, deforestation, to lack of access to funding and technical training. Despite these obstacles, young participants reaffirmed their readiness to lead through green innovation, community-based conservation, and forest-based entrepreneurship. Their proposed solutions include tree nursery enterprises, digital storytelling for forest advocacy, carbon credit initiatives, climate-smart agroforestry, as well as timber and non-timber forest product enterprises and ecotourism. “Young people are not just future leaders they are today’s drivers of sustainability and innovation; We are ready to take charge in ensuring that our forests thrive while creating inclusive economic opportunities that benefit our communities and the planet.” the declaration states in part. The AfricanYouth4Forests (AY4F) initiative represents a dynamic intersection between Africa’s verdant forests and its vibrant youth population that is four times larger than Europe’s and as ripe with potential. By fusing traditional wisdom with science and digital tools, AY4F empowers youth aged 18–30 to transform environmental aspirations into practical actions that protect biodiversity, mitigate climate impacts, and generate green livelihoods. The national workshop was aimed at translating scientific and indigenous knowledge into youth-led action, equipping youth with tools for sustainable forest management and conservation, fostering innovation and entrepreneurship within the green economy, and strengthening youth advocacy for policy influence and decision-making. Despite being among the most vulnerable to the effects of climate change, Africa’s youth are uniquely positioned to lead the green transition. Their digital proficiency, innovation, and grassroots knowledge and networks provides them the advantage to implement nature-based solutions at both local and global levels. Yet, their voices are often underrepresented in sustainability debates and policy forums. “Our forests are not just natural resources; they’re our inheritance. And it’s our duty as youth to protect and restore them with both urgency and creativity,” said Esther Maina, one of the participants who is also the National Coordinator, Kenyan Youth Biodiversity Network, a youth-led membership organization that galvanizes youth action to respond to pressing environmental challenges like biodiversity loss, climate change, and pollution. “Through the AfricanYouth4Forests project, we are connecting science and traditional knowledge with action, helping young people understand their role in forest governance and climate action. By integrating these, we create a holistic foundation for decision-making, innovation, and stewardship. This fusion empowers the youth to take informed action, preserve ecosystems, and design adaptive solutions that are both contextually relevant and scientifically sound, ensuring forests remain a source of livelihood, identity, and ecological balance for generations to come”, said Dr. Mutta, representing the AFF Executive Secretary-CEO, Prof. Labode Popoola. Swedish University of Agricultural Sciences (SLU) Prof. Anders Roos and co-facilitator said that the AY4F initiative is more than a training – it’s a launchpad for youth-driven transformation. He added: “Through scientific understanding and creative problem-solving, African youth are being equipped to design forest solutions rooted in both innovation and local realities.” The declaration issued strong calls to action: urging the Kenyan government to integrate youth in forestry governance, expand youth-focused green financing and training programs, and embed sustainable forest education across the curriculum particularly in tertiary education. The private sector, NGOs and development partners were urged to support youth with mentorship, technical support, storytelling platforms, and resources for enterprise incubation. Speaking at the opening session, KEFRI Chief Executive Officer Dr. Jane Njuguna said that forests are at the heart of Kenya’s environmental resilience and socio-economic future, noting that empowering young people to become stewards of our forests is no longer optional but an urgent necessity. “This workshop ensures that the next generation not only understands our forests but also actively shapes how they are governed, restored, and sustained,” stated Dr. Njuguna. Urging the youth to harness forest resources as a source of employment and economic contribution, AFF Consultant Dr. Joshua Cheboiwo, noted that forests are more than just natural treasures but also powerful engines for job creation and economic growth. “We encourage youth to harness the vast opportunities within forestry, from sustainable timber and non-timber products to ecotourism, beekeeping, and green innovation. With creativity and commitment, young people can turn forest resources into thriving enterprises that support livelihoods while protecting the environment for future generations,” Cheboiwo said."
County ,"MP Were sustained five gunshot wounds, autopsy reveals",https://www.kbc.co.ke/mp-were-sustained-five-gunshot-wounds-autopsy-reveals/,2025-05-06T00:54:15+03:00,"County News,NEWS",,"The late Kasipul Member of Parliament Charles Ong’ondo Were sustained five gunshot wounds, all fired from the left side of his body, autopsy reveals. According to a statement, an autopsy conducted by the Chief Government Pathologist, Dr. Johansen Oduor on Monday at the Lee Funeral Home shows that, two bullets were recovered adding to a third previously found in the deceased’s vehicle. Ong’ondo Were was shot dead on Wednesday by unknown gunman along Ngong Road who was reportedly on a motorcycle. The Director of the Homicide Investigations Bureau, forensic experts from the Directorate of Criminal Investigations National Forensics Laboratory, family members, legal counsel and members of parliament were also present. “An autopsy was conducted today at the Lee Funeral Home by Dr. Johansen Oduor, the Chief Government Pathologist and was attended by the Director of the Homicide Investigations Bureau, forensic experts from DCI’s National Forensics Laboratory, family members, legal counsel and members of parliament.” Read the statement. Adding that: “The examination revealed that Were sustained five gunshot wounds, all entering from the left side of his body. Two bullets were recovered during the autopsy, adding to a third previously found in the deceased’s vehicle. The investigation has yielded several key exhibits that are crucial to the case.” According to a statement, the investigation has yielded significant exhibits which will provide crucial leads as the DCI continues to piece together the events that led to the murder of Kasipul legislator. “These exhibits surveillance footage, the identification of the vehicle used to drop off the suspects, the financial proceeds found, and the connections to accompanying suspects are pivotal in advancing the investigation and understanding the events surrounding Ong’ondo Were’s tragic murder.” Read the statement. The four suspects who were arrested were presented before the JKIA Court today, (Monday) where investigators secured a 30-day custodial order to facilitate further investigations. The case is scheduled for mention on June 5, 2025. DCI says, the investigators are actively pursuing additional suspects believed to be involved in the killing of the MP adding that specialised units, including homicide and forensic teams, are working diligently to uncover all aspects of the crime, including the motive, to ensure a comprehensive investigation. While reiterating their commitment to investigate the case thoroughly, the DCI urged members of the public with information that could assist with investigation to come forward and record statements. “We appeal to anyone with information that could assist the investigation to contact the nearest police station or use our toll-free lines: 999, 112, or #FichuaKwaDCI (0800 722 203).”   Also read https://www.kbc.co.ke/police-probe-killing-of-kasipul-mp-charles-were-in-suspected-targeted-attack/ https://www.kbc.co.ke/autopsy-on-slain-kasipul-mp-set-for-may-5th/"
County ,PS Oluga reaffirms KEMSA’s strategic role in health sector,https://www.kbc.co.ke/ps-oluga-visits-kemsa-calls-for-transparency-renewed-public-trust/,2025-05-05T22:40:53+03:00,"County News,Health",,"The government has emphasized the need to restore public trust through improved transparency, accountability, and operational efficiency in the management of medical supplies. This according to the Principal Secretary for Medical Services, Dr. Ouma Oluga who spoke during a familiarization visit to the Kenya Medical Supplies Authority (KEMSA) on Monday where he affirmed the agency’s strategic role in the country’s health system. “KEMSA plays a critical role in ensuring commodity security one of the four foundational pillars of the health sector, alongside human resources for health, healthcare financing, and digitization,” he said. Dr. Oluga who was received by KEMSA Chief Executive Officer Dr. Ejersa Waqo, later held a consultative meeting with the Board of Directors. The PS urged KEMSA to strengthen its governance and supply chain systems to support the Ministry of Health’s commitment to delivering quality and equitable services under the Universal Health Coverage (UHC) programme."
County ,"Education Ministry, Lipton ink deal to boost Kenya’s tea sector",https://www.kbc.co.ke/government-lipton-ink-deal-to-boost-kenyas-tea-sector/,2025-05-05T22:05:43+03:00,"County News,NEWS",,"The Ministry of Education Monday signed a landmark collaboration agreement with Lipton Teas and Infusions, marking the official establishment of a Tea Academy at the University of Kabianga in Kericho County, aimed at transforming Kenya’s tea industry through advanced training, research, and climate-smart farming practices. The partnership, which also involves Ekaterra Global Operations the corporate entity behind Lipton comes nearly two years after initial discussions between President William Ruto and Lipton’s CEO Nathalie Roos in May 2023. Speaking during the ceremony, Education Cabinet Secretary (CS) Julius Migos Ogamba hailed the initiative as a significant step towards aligning education with industry needs, adding that the agreement will be a major boost for tea farmers in the region, who stand to benefit from enhanced production techniques and access to global best practices. “This is the culmination of a long but productive journey. Our farmers will now have access to cutting-edge knowledge and skills that will enhance tea quality and increase yields.” Said Ogamba He said the Tea Academy will be based at the University of Kabianga, which is strategically located in the heart of Kenya’s tea-growing belt and will serve as a hub for farmer training, research, and innovation focused on sustainable tea production and climate resilience. “The Academy will expose our farmers to technologies that address climate change, promote low-carbon practices, and improve productivity. It is an excellent opportunity for farmers to benefit from the expertise of one of the world’s leading tea companies,” added Ogamba He said the collaboration is designed not only to boost productivity but also to increase the earnings of smallholder farmers, adding that by adopting modern and sustainable practices, farmers are expected to command better prices on both local and international markets. The Cabinet Secretary, Ogamba, emphasized the government’s broader vision for higher education institutions to become engines of innovation and development, adding that the Tea Academy will play a critical role in helping Kenya maintain its reputation as a leading global exporter of high-quality tea. “The future and sustainability of our universities depend on strategic partnerships such as this. We expect institutions to engage in cutting-edge research and commercialize innovations that can transform industries,” he said. With implementation expected to commence immediately, stakeholders expressed optimism that the Tea Academy would begin operations by the end of 2025, with its first cohort of farmers and researchers enrolled shortly thereafter. Kericho Governor Dr. Erick Mutai, who also graced the occasion, commended the government for the establishment of the Lipton Tea Innovation and Technology Academy (LTITA) at the University of Kabianga, saying it will drive cutting-edge research, innovation, and value addition in tea production, ultimately boosting farmers’ earnings. “As a County Government, we welcome the inaugural academy which we expect will train over 3,000 Kenyans annually to build globally competitive talent for the tea industry.” Said Dr. Mutai."
County ,"Kenyan youth declare bold commitment to forest conservation, green economy ahead of COP 30",https://www.kbc.co.ke/kenyan-youth-declare-bold-commitment-to-forest-conservation-green-economy-ahead-of-cop-30/,2025-05-05T17:30:09+03:00,"County News,NEWS",,"Young environmental leaders from across Kenya have issued a powerful declaration reaffirming their central role in the country’s green transition and forest conservation agenda. The declaration was made during of a three-day AfricanYouth4Forests (AY4F) National Youth Workshop held in Kitui County under the theme “From Science to Youth Action for Sustainable Forestry.” Conducted by the African Forest Forum in collaboration with the Kenya Forestry Research Institute (KEFRI) and the Swedish University of Agricultural Sciences (SLU), the workshop is part of the continental build-up to COP 30, scheduled for November 2025 in Brazil, where African youth will present their unified voice and policy recommendations on forestry, climate action, and sustainable development. It provided a space for youth to co-develop practical solutions, enhance their skills in conservation and ecopreneurship, and advocacy in national and international forestry discourse. The youth declaration outlines the challenges facing forest ecosystems in Kenya, ranging from climate change, limited inclusion of youth in policy-making, deforestation, to lack of access to funding and technical training. Despite these obstacles, young participants reaffirmed their readiness to lead through green innovation, community-based conservation, and forest-based entrepreneurship. Their proposed solutions include tree nursery enterprises, digital storytelling for forest advocacy, carbon credit initiatives, climate-smart agroforestry, as well as timber and non-timber forest product enterprises and ecotourism. “Young people are not just future leaders they are today’s drivers of sustainability and innovation; We are ready to take charge in ensuring that our forests thrive while creating inclusive economic opportunities that benefit our communities and the planet.” the declaration states in part. The AfricanYouth4Forests (AY4F) initiative represents a dynamic intersection between Africa’s verdant forests and its vibrant youth population that is four times larger than Europe’s and as ripe with potential. By fusing traditional wisdom with science and digital tools, AY4F empowers youth aged 18–30 to transform environmental aspirations into practical actions that protect biodiversity, mitigate climate impacts, and generate green livelihoods. The national workshop was aimed at translating scientific and indigenous knowledge into youth-led action, equipping youth with tools for sustainable forest management and conservation, fostering innovation and entrepreneurship within the green economy, and strengthening youth advocacy for policy influence and decision-making. Despite being among the most vulnerable to the effects of climate change, Africa’s youth are uniquely positioned to lead the green transition. Their digital proficiency, innovation, and grassroots knowledge and networks provides them the advantage to implement nature-based solutions at both local and global levels. Yet, their voices are often underrepresented in sustainability debates and policy forums. “Our forests are not just natural resources; they’re our inheritance. And it’s our duty as youth to protect and restore them with both urgency and creativity,” said Esther Maina, one of the participants who is also the National Coordinator, Kenyan Youth Biodiversity Network, a youth-led membership organization that galvanizes youth action to respond to pressing environmental challenges like biodiversity loss, climate change, and pollution. “Through the AfricanYouth4Forests project, we are connecting science and traditional knowledge with action, helping young people understand their role in forest governance and climate action. By integrating these, we create a holistic foundation for decision-making, innovation, and stewardship. This fusion empowers the youth to take informed action, preserve ecosystems, and design adaptive solutions that are both contextually relevant and scientifically sound, ensuring forests remain a source of livelihood, identity, and ecological balance for generations to come”, said Dr. Mutta, representing the AFF Executive Secretary-CEO, Prof. Labode Popoola. Swedish University of Agricultural Sciences (SLU) Prof. Anders Roos and co-facilitator said that the AY4F initiative is more than a training – it’s a launchpad for youth-driven transformation. He added: “Through scientific understanding and creative problem-solving, African youth are being equipped to design forest solutions rooted in both innovation and local realities.” The declaration issued strong calls to action: urging the Kenyan government to integrate youth in forestry governance, expand youth-focused green financing and training programs, and embed sustainable forest education across the curriculum particularly in tertiary education. The private sector, NGOs and development partners were urged to support youth with mentorship, technical support, storytelling platforms, and resources for enterprise incubation. Speaking at the opening session, KEFRI Chief Executive Officer Dr. Jane Njuguna said that forests are at the heart of Kenya’s environmental resilience and socio-economic future, noting that empowering young people to become stewards of our forests is no longer optional but an urgent necessity. “This workshop ensures that the next generation not only understands our forests but also actively shapes how they are governed, restored, and sustained,” stated Dr. Njuguna. Urging the youth to harness forest resources as a source of employment and economic contribution, AFF Consultant Dr. Joshua Cheboiwo, noted that forests are more than just natural treasures but also powerful engines for job creation and economic growth. “We encourage youth to harness the vast opportunities within forestry, from sustainable timber and non-timber products to ecotourism, beekeeping, and green innovation. With creativity and commitment, young people can turn forest resources into thriving enterprises that support livelihoods while protecting the environment for future generations,” Cheboiwo said."
County ,"MP Were sustained five gunshot wounds, autopsy reveals",https://www.kbc.co.ke/mp-were-sustained-five-gunshot-wounds-autopsy-reveals/,2025-05-06T00:54:15+03:00,"County News,NEWS",,"The late Kasipul Member of Parliament Charles Ong’ondo Were sustained five gunshot wounds, all fired from the left side of his body, autopsy reveals. According to a statement, an autopsy conducted by the Chief Government Pathologist, Dr. Johansen Oduor on Monday at the Lee Funeral Home shows that, two bullets were recovered adding to a third previously found in the deceased’s vehicle. Ong’ondo Were was shot dead on Wednesday by unknown gunman along Ngong Road who was reportedly on a motorcycle. The Director of the Homicide Investigations Bureau, forensic experts from the Directorate of Criminal Investigations National Forensics Laboratory, family members, legal counsel and members of parliament were also present. “An autopsy was conducted today at the Lee Funeral Home by Dr. Johansen Oduor, the Chief Government Pathologist and was attended by the Director of the Homicide Investigations Bureau, forensic experts from DCI’s National Forensics Laboratory, family members, legal counsel and members of parliament.” Read the statement. Adding that: “The examination revealed that Were sustained five gunshot wounds, all entering from the left side of his body. Two bullets were recovered during the autopsy, adding to a third previously found in the deceased’s vehicle. The investigation has yielded several key exhibits that are crucial to the case.” According to a statement, the investigation has yielded significant exhibits which will provide crucial leads as the DCI continues to piece together the events that led to the murder of Kasipul legislator. “These exhibits surveillance footage, the identification of the vehicle used to drop off the suspects, the financial proceeds found, and the connections to accompanying suspects are pivotal in advancing the investigation and understanding the events surrounding Ong’ondo Were’s tragic murder.” Read the statement. The four suspects who were arrested were presented before the JKIA Court today, (Monday) where investigators secured a 30-day custodial order to facilitate further investigations. The case is scheduled for mention on June 5, 2025. DCI says, the investigators are actively pursuing additional suspects believed to be involved in the killing of the MP adding that specialised units, including homicide and forensic teams, are working diligently to uncover all aspects of the crime, including the motive, to ensure a comprehensive investigation. While reiterating their commitment to investigate the case thoroughly, the DCI urged members of the public with information that could assist with investigation to come forward and record statements. “We appeal to anyone with information that could assist the investigation to contact the nearest police station or use our toll-free lines: 999, 112, or #FichuaKwaDCI (0800 722 203).”   Also read https://www.kbc.co.ke/police-probe-killing-of-kasipul-mp-charles-were-in-suspected-targeted-attack/ https://www.kbc.co.ke/autopsy-on-slain-kasipul-mp-set-for-may-5th/"
County ,PS Oluga reaffirms KEMSA’s strategic role in health sector,https://www.kbc.co.ke/ps-oluga-visits-kemsa-calls-for-transparency-renewed-public-trust/,2025-05-05T22:40:53+03:00,"County News,Health",,"The government has emphasized the need to restore public trust through improved transparency, accountability, and operational efficiency in the management of medical supplies. This according to the Principal Secretary for Medical Services, Dr. Ouma Oluga who spoke during a familiarization visit to the Kenya Medical Supplies Authority (KEMSA) on Monday where he affirmed the agency’s strategic role in the country’s health system. “KEMSA plays a critical role in ensuring commodity security one of the four foundational pillars of the health sector, alongside human resources for health, healthcare financing, and digitization,” he said. Dr. Oluga who was received by KEMSA Chief Executive Officer Dr. Ejersa Waqo, later held a consultative meeting with the Board of Directors. The PS urged KEMSA to strengthen its governance and supply chain systems to support the Ministry of Health’s commitment to delivering quality and equitable services under the Universal Health Coverage (UHC) programme."
